Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,Intended Function,Error,Error-Type-New,Error-Type-Old,BCC_Frequency,CSL_Score,CSL_COLL,Accessibility,Semantics
W_I_F_LWL_ID_12,LWL_ID,W,L2,ID,Other,[GLCLC text removed],滋长,Repelled,MS,,Error,Addition,Addition,0.0,0.0,,6.0,Psych
W_I_F_JJL_KR_2,JJL_KR,W,L2,KR,KR,[GLCLC text removed],感,Attracted,MS,,Error,Collocation,Collocation_VA,1119.0,53.75,Attracted,2.0,Psych
W_I_F_ZYY_VE_9,ZYY_VE,W,L2,VE,ES,[GLCLC text removed],感,Attracted,MS,,Error,Collocation,Collocation_VA,1119.0,53.75,Attracted,2.0,Psych
W_I_F_QBYZ_JP_11,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],感,Attracted,MS,Perspective,Error,Non-dui-construction,Non-dui-construction,1119.0,53.75,Attracted,2.0,Psych
W_I_F_LCL_KR_1,LCL_KR,W,L2,KR,KR,[GLCLC text removed],投,Attracted,SI,,Error,Collocation,Collocation_Prep,94.0,0.0,Repelled,6.0,Physical
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],可靠,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,18.54,Repelled,3.0,Attribute
S_I_M_LBO_SE,LBO_SE,S,L2,SE,Other,[GLCLC text removed],有,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,23048.0,77.85,Attracted,1.0,Functional
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,,Error,Collocation,Collocation_VA,11370.0,87.12,Attracted,1.0,Functional
S_I_M_QFS_KR,QFS_KR,S,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,,Error,Collocation,Collocation_VA,11370.0,87.12,Attracted,1.0,Functional
W_I_F_LXHU_KR_2,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Collocation,Collocation_VA,11370.0,77.85,Attracted,1.0,Functional
W_I_F_YTJ_JP,YTJ_JP,W,L2,JP,JP,[GLCLC text removed],有,Attracted,SI,,Error,Collocation,Collocation_VA,11370.0,61.17,Attracted,1.0,Functional
W_I_F_LMY_TH_1,LMY_TH,W,L2,TH,TH,[GLCLC text removed],有,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,11370.0,87.12,Attracted,1.0,Functional
W_I_M_ABL_UZ_3,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],有,Attracted,DA,,Error,Misordering,Misordering,11370.0,61.17,Attracted,1.0,Functional
W_I_F_DFH_TH_3,DFH_TH,W,L2,TH,TH,[GLCLC text removed],有,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,11370.0,87.12,Attracted,1.0,Functional
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],有意思,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,33.0,87.12,Attracted,1.0,Functional
W_I_M_SUZY_KR,SUZY_KR,W,L2,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,87.12,Attracted,1.0,Functional
W_I_M_MLIK_TJ,MLIK_TJ,W,L2,TJ,Other,[GLCLC text removed],有意思,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,33.0,87.12,Attracted,1.0,Psych
S_I_F_AMEI_MU_3,AMEI_MU,S,L2,MU,Other,[GLCLC text removed],有,Attracted,EVAL,,Error,Collocation,Collocation_VA,11370.0,87.12,Attracted,1.0,Functional
S_I_M_LC_TH_3,LC_TH,S,L2,TH,TH,[GLCLC text removed],有用,Attracted,EVAL,,Error,Collocation,Collocation_VA,0.0,87.12,Attracted,1.0,Attribute
W_I_M_PZH_KR,PZH_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,DA,,Error,Non-dui-construction,Non-dui-construction,11370.0,61.17,Attracted,1.0,Functional
W_I_F_PMG_KR_2,PMG_KR,W,L2,KR,KR,[GLCLC text removed],有,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,11370.0,87.12,Attracted,1.0,Functional
W_I_F_NLSA_KG_3,NLSA_KG,W,L2,KG,TK,[GLCLC text removed],热衷,Attracted,MS,,Error,Collocation,Collocation_VA,56.0,0.0,Repelled,6.0,Psych
W_I_M_WJS_MU,WJS_MU,W,L2,MU,Other,[GLCLC text removed],熟悉,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1180.0,5.56,Attracted,3.0,Psych
W_I_M_LMA_PT_2,LMA_PT,W,L2,PT,PT,[GLCLC text removed],熟悉,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1180.0,5.56,Attracted,3.0,Psych
W_I_F_YSLI_PE_3,YSLI_PE,W,L2,PE,ES,[GLCLC text removed],答谢,Repelled,DA,,Error,Collocation,Collocation_Prep,0.0,0.0,Repelled,6.0,Communication
W_I_F_YR_ES_8,YR_ES,W,L2,ES,ES,[GLCLC text removed],给力,Repelled,DISP,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,6.0,Manner
W_I_F_HHC_KR_2,HHC_KR,W,L2,KR,KR,[GLCLC text removed],舒服,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Attribute
W_I_F_HHC_KR_3,HHC_KR,W,L2,KR,KR,[GLCLC text removed],表明,Attracted,DA,,Error,Collocation,Collocation_VA,98.0,0.0,Repelled,4.0,Communication
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],*,,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,,,Functional
W_I_F_ZSYI_TH_3,ZSYI_TH,W,L2,TH,TH,[GLCLC text removed],觉得,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,388.0,0.0,Repelled,1.0,Psych
S_I_M_LCY_TH,LCY_TH,S,L2,TH,TH,[GLCLC text removed],认为,Repelled,MS,,Error,Collocation,Collocation_VA,53.0,0.0,Repelled,2.0,Psych
S_I_F_ZRY_KR,ZRY_KR,S,L2,KR,KR,[GLCLC text removed],认识,Attracted,MS,,Error,Collocation,Collocation_VA,499.0,0.0,Attracted,1.0,Psych
W_I_F_JEL_KR_1,JEL_KR,W,L2,KR,KR,[GLCLC text removed],适合,Attracted,EVAL,,Error,Collocation,Collocation_VA,65.0,0.0,Repelled,3.0,Attribute
W_I_M_ZCYT_JP_1,ZCYT_JP,W,L2,JP,JP,[GLCLC text removed],适合,Attracted,EVAL,,Error,Collocation,Collocation_VA,65.0,0.0,Repelled,3.0,Attribute
W_I_F_BYL_BR_6,BYL_BR,W,L2,BR,PT,[GLCLC text removed],适合,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,65.0,0.0,Repelled,3.0,Attribute
W_I_F_JML_KR_2,JML_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1180.0,5.56,Attracted,3.0,Psych
S_I_F_JDYI_KR+I_,JDYI_KR,S,L2,KR,KR,[GLCLC text removed],适当,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,6.0,Attribute
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],重要,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,400.0,9.27,Attracted,2.0,Attribute
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],问,Repelled,DA,,Error,Collocation,Collocation_VA,166.0,0.0,Repelled,1.0,Communication
S_I_F_MZY_KR_2,MZY_KR,S,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_LXHU_KR_6,LXHU_KR,W,L2,KR,KR,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
W_I_F_TKQX_JP_1,TKQX_JP,W,L2,JP,JP,[GLCLC text removed],难忘,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,14.0,0.0,Repelled,6.0,Psych
S_I_M_ZLO_RU_2+I,ZLO_RU,S,L2,RU,RU,[GLCLC text removed],方便,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,17.0,18.54,Repelled,1.0,Attribute
W_I_F_JYU_KZ_1,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],麻烦,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Attribute
S_I_F_JHXI_KR_4,JHXI_KR,S,L2,KR,KR,[GLCLC text removed],印象,Repelled,ABT,Topicalisation,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,,,
W_A_M_XT_UZ_2,XT_UZ,W,L3,UZ,TK,[GLCLC text removed],*,Attracted,MS,,Error,Omission,Omission,0.0,77.85,Attracted,1.0,Functional
W_A_F_KLN_RU_5,KLN_RU,W,L3,RU,RU,[GLCLC text removed],*,Attracted,MS,,Error,Omission,Omission,0.0,53.75,Attracted,2.0,Psych
S_A_F_LZG_KR,LZG_KR,S,L3,KR,KR,[GLCLC text removed],不好意思,Repelled,MS,,Error,Omission,Omission,0.0,0.0,Repelled,6.0,Psych
W_A_F_TLL_UA_3,TLL_UA,W,L3,UA,Other,[GLCLC text removed],举行,Repelled,DA,Beneficiary,Error,Non-dui-construction,Non-dui-construction,32.0,0.0,Repelled,3.0,Social
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],关心,Attracted,DISP,,Error,Addition,Addition,1040.0,18.54,Attracted,2.0,Manner
W_A_F_JJB_KR_2,JJB_KR,W,L3,KR,KR,[GLCLC text removed],关心,Attracted,DISP,,Error,Collocation,Collocation_VA,1040.0,18.54,Attracted,2.0,Manner
W_A_F_JDYA_KR,JDYA_KR,W,L3,KR,KR,[GLCLC text removed],关心,Attracted,DISP,,Error,Collocation,Collocation_VA,1040.0,18.54,Attracted,2.0,Manner
W_A_M_CYJ_KR_1,CYJ_KR,W,L3,KR,KR,[GLCLC text removed],关心,Attracted,DISP,,Error,Collocation,Collocation_VA,1040.0,18.54,Attracted,2.0,Manner
W_A_F_LMR_TH_4,LMR_TH,W,L3,TH,TH,[GLCLC text removed],印象,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,22.0,1.85,Attracted,3.0,Psych
W_A_F_LMR_TH_4,LMR_TH,W,L3,TH,TH,[GLCLC text removed],印象,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,22.0,1.85,Attracted,3.0,Psych
W_A_F_ZSYI_TH_3,ZSYI_TH,W,L3,TH,TH,[GLCLC text removed],友善,Attracted,DISP,,Error,Addition,Addition,31.0,0.0,Repelled,6.0,Manner
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],发下,Attracted,DA,,Error,Collocation,Collocation_VA,12.0,0.0,Repelled,6.0,Communication
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],受到,Repelled,MS,Source,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Functional
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],受到,Repelled,MS,Source,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Functional
W_A_F_CXZ_TH_5,CXZ_TH,W,L3,TH,TH,[GLCLC text removed],善良,Repelled,DISP,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,4.0,Attribute
W_A_F_LHYA_TH_5,LHYA_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,EVAL,,Error,Misordering,Misordering,11370.0,87.12,Attracted,1.0,Functional
W_A_F_ASL_KZ_4,ASL_KZ,W,L3,KZ,TK,[GLCLC text removed],建,Repelled,DA,Beneficiary,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,6.0,Social
W_A_M_FLUS_RU_4,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],怎么样,Repelled,DISP,Parallel,Error,Non-dui-construction,Non-dui-construction,10.0,0.0,Repelled,1.0,Manner
W_A_F_LMR_TH_4,LMR_TH,W,L3,TH,TH,[GLCLC text removed],感觉,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,130.0,0.0,Repelled,3.0,Psych
W_A_F_QYX_KR_3,QYX_KR,W,L3,KR,KR,[GLCLC text removed],感觉,Attracted,MS,,Error,Collocation,Collocation_VA,130.0,0.0,Repelled,3.0,Psych
W_A_F_WLN_KZ_3,WLN_KZ,W,L3,KZ,TK,[GLCLC text removed],建立,Repelled,DA,Parallel,Error,Non-dui-construction,Non-dui-construction,80.0,0.0,Repelled,6.0,Social
W_A_F_JXA_KR_1,JXA_KR,W,L3,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,9.27,Attracted,3.0,Functional
W_A_M_JBY_KR_1,JBY_KR,W,L3,KR,KR,[GLCLC text removed],改变,Attracted,SI,,Error,Collocation,Collocation_VA,1.0,0.0,Repelled,3.0,Functional
W_A_F_JXZI_KR,JXZI_KR,W,L3,KR,KR,[GLCLC text removed],改变,Attracted,SI,Causative,Error,Non-dui-construction,Non-dui-construction,1.0,0.0,Repelled,3.0,Functional
W_A_M_AJX_KR_10,AJX_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Collocation,Collocation_VA,11370.0,77.85,Attracted,1.0,Functional
W_A_F_LYM_KR,LYM_KR,W,L3,KR,KR,[GLCLC text removed],树立,Repelled,MS,Causative,Error,Non-dui-construction,Non-dui-construction,10.0,0.0,Repelled,5.0,Functional
S_A_F_MQH_VN,MQH_VN,S,L3,VN,VN,[GLCLC text removed],比,Repelled,DA,Parallel,Error,Non-dui-construction,Non-dui-construction,63.0,0.0,Repelled,1.0,Functional
W_A_F_LYM_KR,LYM_KR,W,L3,KR,KR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
W_A_F_ZEH_KR,ZEH_KR,W,L3,KR,KR,[GLCLC text removed],留下,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,161.0,0.0,Repelled,4.0,Functional
W_A_F_RBZ_VN_3,RBZ_VN,W,L3,VN,VN,[GLCLC text removed],*,Attracted,ABT,,Error,Omission,Omission,0.0,7.41,Attracted,3.0,Functional
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],道歉,Attracted,DA,,,,,121.0,0.0,Repelled,3.0,Communication
S_A_M_ZCY_KR_2,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],*,,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,,,
W_A_M_AKH_UZ,AKH_UZ,W,L3,UZ,TK,[GLCLC text removed],尴尬,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,1.0,0.0,Repelled,5.0,Psych
W_A_F_JMT_KR_1,JMT_KR,W,L3,KR,KR,[GLCLC text removed],可信,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,6.0,Attribute
W_A_F_PSH_KR_5,PSH_KR,W,L3,KR,KR,[GLCLC text removed],合,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Attribute
W_A_F_AM_GN_1,AM_GN,W,L3,GN,EN,[GLCLC text removed],复杂,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Attribute
S_A_F_JZHX_KR_2,JZHX_KR,S,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,Error,Omission,Omission,60.0,0.0,Repelled,1.0,Attribute
W_A_F_QYX_KR_1,QYX_KR,W,L3,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,18.54,Repelled,1.0,Functional
W_A_F_JZHX_KR_3,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],做,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,7.0,3.71,Repelled,1.0,Functional
W_A_F_CXZ_TH_5,CXZ_TH,W,L3,TH,TH,[GLCLC text removed],惊讶,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,49.0,0.0,Repelled,5.0,Psych
S_A_F_ZSY_TH_3,ZSY_TH,S,L3,TH,TH,[GLCLC text removed],有,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,23048.0,87.12,Attracted,1.0,Functional
W_A_F_JZHX_KR_2,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],有,Repelled,EVAL,,Error,Collocation,Collocation_VA,11370.0,0.0,Repelled,1.0,Functional
W_A_F_JZHX_KR_4,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],看起来,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,Repelled,3.0,Psych
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Functional
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Functional
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Functional
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],符合,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Functional
W_A_M_FLUS_RU_5,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],符合,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,3.0,Functional
S_A_F_LZG_KR,LZG_KR,S,L3,KR,KR,[GLCLC text removed],适合,Attracted,EVAL,,Error,Collocation,Collocation_VA,65.0,0.0,Repelled,3.0,Attribute
W_A_M_SMR_TH_4,SMR_TH,W,L3,TH,TH,[GLCLC text removed],适合,Attracted,EVAL,,Error,Collocation,Collocation_VA,65.0,0.0,Repelled,3.0,Attribute
W_A_F_ZEH_KR,ZEH_KR,W,L3,KR,KR,[GLCLC text removed],陌生,Attracted,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,5.0,0.0,Repelled,4.0,Psych
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],需要,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,2.0,0.0,Repelled,2.0,Attribute
S_A_F_AYD_KG,AYD_KG,S,L3,KG,TK,[GLCLC text removed],*,,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,0.0,0.0,,,
S_A_M_BL_CL_2,BL_CL,S,L3,CL,ES,[GLCLC text removed],吃,Repelled,ABT,Topicalisation,Error,Non-dui-construction,Non-dui-construction,12.0,0.0,Repelled,1.0,Physical
S_A_M_DL_TG_5,DL_TG,S,L3,TG,EN,[GLCLC text removed],一样,Repelled,ABT,Topicalisation,Error,Non-dui-construction,Non-dui-construction,91.0,0.0,Repelled,2.0,Attribute
S_A_M_DBL_BF_2,DBL_BF,S,L3,BF,FR,[GLCLC text removed],一样,Repelled,ABT,Parallel,Error,Non-dui-construction,Non-dui-construction,91.0,0.0,Repelled,2.0,Attribute
W_A_F_LJ_RU_3,LJ_RU,W,L3,RU,RU,[GLCLC text removed],乏味,Repelled,MS,,Error,Omission,Omission,0.0,0.0,Repelled,6.0,Psych
W_A_F_JXY_KR_3,JXY_KR,W,L3,KR,KR,[GLCLC text removed],产生,Attracted,MS,,Error,Misordering,Misordering,3678.0,20.39,Attracted,4.0,Functional
W_A_F_TLL_UA_1,TLL_UA,W,L3,UA,Other,[GLCLC text removed],产生,Attracted,MS,,Error,Addition,Addition,3919.0,87.12,Attracted,4.0,Functional
W_A_F_LJ_RU_3,LJ_RU,W,L3,RU,RU,[GLCLC text removed],产生,Attracted,MS,Causative,Error,Non-dui-construction,Non-dui-construction,3678.0,9.27,Attracted,4.0,Functional
W_A_M_HSHU_ID_1,HSHU_ID,W,L3,ID,Other,[GLCLC text removed],健康,Repelled,EVAL,,Error,Collocation,Collocation_VA,0.0,0.0,Repelled,2.0,Attribute
W_A_M_ZYK_VE_6,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],取得,Repelled,EVAL,,Error,Collocation,Collocation_VA,8.0,1.85,Attracted,6.0,Functional
W_A_F_XMX_KR_3,XMX_KR,W,L3,KR,KR,[GLCLC text removed],变,Repelled,ABT,Topicalisation,Error,Non-dui-construction,Non-dui-construction,1.0,0.0,Repelled,2.0,Functional
W_A_F_JMZJ_KR,JMZJ_KR,W,L3,KR,KR,[GLCLC text removed],合适,Repelled,EVAL,,Error,Collocation,Collocation_VA,40.0,0.0,Repelled,3.0,Attribute
W_A_F_RHF_VN_4,RHF_VN,W,L3,VN,VN,[GLCLC text removed],合适,Repelled,EVAL,,Error,Collocation,Collocation_VA,40.0,0.0,Repelled,3.0,Attribute
W_A_F_LY_SK_3,LY_SK,W,L3,SK,Other,[GLCLC text removed],*,Attracted,MS,,Error,Omission,Omission,0.0,77.85,Attracted,6.0,Functional
S_A_M_HH_SD_5,HH_SD,S,L3,SD,AR,[GLCLC text removed],影响,Attracted,EVAL,,Error,Collocation,Collocation_VA,733.0,11.12,Attracted,2.0,Functional
W_A_F_PYT_KR,PYT_KR,W,L3,KR,KR,[GLCLC text removed],好,Attracted,MS,Topicalisation,Error,Non-dui-construction,Non-dui-construction,60.0,0.0,Repelled,1.0,Attribute
W_A_F_SNME_KR_1,SNME_KR,W,L3,KR,KR,[GLCLC text removed],学,Repelled,ABT,Topicalisation,Error,Non-dui-construction,Non-dui-construction,15.0,0.0,Repelled,1.0,Social
S_A_F_QYX_KR_1,QYX_KR,S,L3,KR,KR,[GLCLC text removed],*,Attracted,EVAL,,Error,Omission,Omission,0.0,87.12,Attracted,1.0,Functional
W_A_F_YESE_KZ_2,YESE_KZ,W,L3,KZ,TK,[GLCLC text removed],开,Repelled,DA,,Error,Collocation,Collocation_Prep,160.0,0.0,Repelled,1.0,Social
W_A_F_SZYA_KR,SZYA_KR,W,L3,KR,KR,[GLCLC text removed],知道,Repelled,MS,,Error,Collocation,Collocation_VA,228.0,0.0,Repelled,1.0,Psych
W_A_M_ZYK_VE_7,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,2.0,Functional
W_A_F_SJNS_JP_1,SJNS_JP,W,L3,JP,JP,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,2.0,Functional
W_A_M_NG_KZ_6,NG_KZ,W,L3,KZ,TK,[GLCLC text removed],*,Attracted,ABT,,Error,Collocation,Collocation_VA,0.0,53.75,Attracted,2.0,Psych
W_A_M_BCW_KR_2,BCW_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_BCW_KR_2,BCW_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_FLUS_RU_1,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_F_DBYYM_JP_2,DBYYM_JP,W,L3,JP,JP,[GLCLC text removed],新奇,Attracted,MS,,Error,Omission,Omission,0.0,0.0,Repelled,6.0,Attribute
S_A_M_HH_SD_2,HH_SD,S,L3,SD,AR,[GLCLC text removed],无关,Repelled,ABT,Parallel,Error,Non-dui-construction,Non-dui-construction,1.0,0.0,Repelled,6.0,Attribute
W_A_F_PYT_KR,PYT_KR,W,L3,KR,KR,[GLCLC text removed],好,Repelled,ABT,Domain,Error,Non-dui-construction,Non-dui-construction,60.0,0.0,Repelled,1.0,Attribute
S_A_M_DL_TG_5,DL_TG,S,L3,TG,EN,[GLCLC text removed],有,Attracted,ABT,,Error,Misordering,Misordering,11370.0,77.85,Attracted,1.0,Functional
W_A_F_WSNA_KR_2,WSNA_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Collocation,Collocation_VA,11370.0,77.85,Attracted,1.0,Functional
W_A_F_JXZI_KR,JXZI_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,EVAL,,Error,Misordering,Misordering,11370.0,77.85,Attracted,1.0,Functional
W_A_M_XT_UZ_3,XT_UZ,W,L3,UZ,TK,[GLCLC text removed],有,Attracted,MS,,Error,Omission,Omission,11370.0,77.85,Attracted,1.0,Functional
W_A_M_FML_TH_3,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,EVAL,,Error,Collocation,Collocation_VA,11370.0,87.12,Attracted,1.0,Functional
W_A_M_AIMA_AZ_1,AIMA_AZ,W,L3,AZ,TK,[GLCLC text removed],有,Attracted,EVAL,,Error,Omission,Omission,11370.0,87.12,Attracted,1.0,Functional
S_A_F_LSJ_KR,LSJ_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_ZHX_VE_1,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_ZHX_VE_3,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_FML_TH_1,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_FML_TH_1,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,11370.0,77.85,Attracted,1.0,Functional
W_A_M_JTJ_KR,JTJ_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_F_SJNS_JP_1,SJNS_JP,W,L3,JP,JP,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_F_LQQ_TH_2,LQQ_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_F_CQH_VN_8,CQH_VN,W,L3,VN,VN,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_F_CQH_VN_7,CQH_VN,W,L3,VN,VN,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_F_CQH_VN_7,CQH_VN,W,L3,VN,VN,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
W_A_M_FML_TH_3,FML_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,MS,,Error,Addition,Addition,23048.0,77.85,Attracted,1.0,Functional
S_A_F_AM_GN_2,AM_GN,S,L3,GN,EN,[GLCLC text removed],有,Attracted,MS,,Error,Collocation,Collocation_VA,11370.0,61.17,Attracted,1.0,Functional
